city,comments,name,prices,quality_price,rating,services,stars,id,rank
Tulum,480,Luna Llena Tulum,884 # 1119 # 1296 # 1440,8.2,8.0,Abierta todo el año # Toallas de playa/piscina # Toallas de playa/piscina # MasajesDe pago # Papel higiénico # Toallas # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Ducha # Ropa de cama # Armario # Vistas a la piscina # Vistas al jardín # Terraza / solárium # Balcón # Jardín # SnorkelDe pago # SubmarinismoDe pago # Ciclismo # PescaDe pago # Zona de estar # TV de pantalla plana # Canales por cable # Canales vía satélite # TV # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Servicio de conserjería # Guardaequipaje # Información turística # Servicio de limpieza diario # Servicio de lavanderíaDe pago # Fax / fotocopiadoraDe pago # Caja fuerte # Traslado aeropuerto (de pago) # Zona de fumadores # Aire acondicionado # Mosquitera # Servicio de despertador # Suelo de baldosa / mármol # Entrada privada # Alquiler de coches # Ventilador # Habitaciones sin humo # Acceso a pisos superiores solo mediante escaleras # Inglés # Español # Francés # Italiano,3,761,391
Tulum,99,Irie Tulum Boutique Hotel,2044 # 2152 # 2968 # 3124 # 2574 # 2709 # 2650 # 2789 # 4239 # 4463 # 4315 # 4542 # 4921 # 5180 # 4921 # 5180 # 6435 # 6773 # 9009 # 9483,9.3,9.2,Abierta todo el año # Horario de apertura # Para todas las edades # Toallas de playa/piscina # Tumbonas/sillas de playa # Bar en la piscina # Zona poco profunda # Entrenador personal # Clases de fitness # Clases de yoga # Gimnasio # Tumbonas/sillas de playa # Toallas de playa/piscina # Gimnasio # Papel higiénico # Toallas # Toallas / sábanas (por un suplemento) # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Ducha # Ropa de cama # Armario # Mobiliario exterior # Terraza / solárium # Patio # Terraza # Jardín # Secadora de ropa # Enchufe cerca de la cama # Hipoalergénico # Insonorización # Entrada privada # Habitaciones comunicadas disponibles # Ventilador # Plancha para pantalones # Plancha para ropa # Vistas a la piscina # Vistas al jardín # Servicio de despertador # TV de pantalla plana # Caja fuerte para ordenador portátil # Teléfono # TV # Cafetería en el alojamiento # Vino / champánDe pago # Menú para niñosDe pago # Menús para dietas especiales (bajo petición) # Snack-bar # Desayuno en la habitación # Bar # Servicio de habitaciones # Restaurante # Parking en la calle # Parking vigilado # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Proporciona factura # Registro de entrada / salida privado # Servicio de conserjería # Información turística # Recepción 24 horas # Servicio de limpieza diario # Servicio de lavanderíaDe pago # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Seguridad 24 horas # Caja fuerte # Toda la unidad accesible en silla de ruedas # Acceso a pisos superiores en ascensor # Aire acondicionado # Habitaciones sin humo # Inglés # Español,0,762,392
Tulum,167,Hotel Nicte Ha Tulum,996 # 996 # 1096 # 1036 # 1096 # 1096 # 1036 # 1195,7.8,7.6,Clases de yoga # Pedicura # Manicura # Tratamientos faciales # Servicios de belleza # MasajesDe pago # Papel higiénico # Toallas # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Ducha # Ropa de cama # Zona de pícnic # Mobiliario exterior # Zona de comedor exterior # Barbacoa # Patio # Terraza # Jardín # Productos de limpieza # Enchufe cerca de la cama # Tour o clase sobre cultura localDe pago # Cenas temáticasFuera del alojamientoDe pago # Tours en biciDe pago # Instalaciones para deportes acuáticos en el alojamientoDe pago # SnorkelFuera del alojamientoDe pago # SubmarinismoFuera del alojamientoDe pago # CiclismoFuera del alojamiento # PescaFuera del alojamientoDe pago # Zona de estar # TV de pantalla plana # Canales por cable # Canales vía satélite # TV # Cafetería en el alojamiento # FrutaDe pago # Menú para niñosDe pago # Menús para dietas especiales (bajo petición) # Desayuno en la habitación # Restaurante # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Registro de entrada / salida privado # Servicio de conserjería # GuardaequipajeDe pago # Información turística # Cambio de moneda # Recepción 24 horas # Canguro / servicios para niñosDe pago # Servicio de limpieza diario # Servicio de lavanderíaDe pago # Fax / fotocopiadoraDe pago # Extintores # Seguridad 24 horas # Servicio de entrega de comestiblesDe pago # Traslado aeropuerto (de pago) # Máquina expendedora (bebidas) # Servicio de traslado (de pago) # Zona de fumadores # Aire acondicionado # Mosquitera # Suelo de baldosa / mármol # Entrada privada # Alquiler de coches # Caja fuerte para ordenador portátil # Almuerzos para llevar # Ventilador # Habitaciones familiares # Peluquería / salón de belleza # Habitaciones sin humo # Plancha para ropa # Caja fuerte # Servicio de habitaciones # Inglés # Español,0,763,393
Tulum,298,Coco Hacienda Tulum - Adults Only,2237 # 2672 # 3106 # 3603 # 3852 # 5964,8.8,8.9,Horario de apertura # Solo para adultos # Toallas de playa/piscina # Tumbonas/sillas de playa # Sombrillas # Piscina infinita # Piscina con vistas # Abierta todo el año # Horario de apertura # Solo para adultos # Toallas de playa/piscina # Tumbonas/sillas de playa # Sombrillas # Paquetes de spa / bienestar # Zona de spa / relajación # Instalaciones de spa # Sombrillas # Tumbonas/sillas de playa # Toallas de playa/piscina # MasajesDe pago # Spa y centro de bienestarDe pago # Papel higiénico # Toallas # Toallas / sábanas (por un suplemento) # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Bañera # Ducha # Ropa de cama # Armario # Vistas al jardín # Mobiliario exterior # Terraza / solárium # Terraza # Jardín # Enchufe cerca de la cama # Perchero # Clases de cocinaFuera del alojamientoDe pago # Tour o clase sobre cultura localDe pago # Happy hourDe pago # Tours en biciDe pago # SnorkelDe pago # CiclismoFuera del alojamiento # Sofá # Zona de estar # Escritorio # TV de pantalla plana # TV # Vino / champánDe pago # Bar # Restaurante # Parking adaptado para personas de movilidad reducida # Parking en la calle # Parking vigilado # Registro de entrada / salida privado # Servicio de conserjería # Guardaequipaje # Información turística # Recepción 24 horas # Servicio de limpieza diario # Servicio de lavanderíaDe pago # Extintores # Detectores de humo # Alarma de seguridad # Solo para adultos # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Aire acondicionado # Prohibido fumar en todo el alojamiento # Mosquitera # Servicio de despertador # Suelo de baldosa / mármol # Entrada privada # Ventilador # Caja fuerte # Servicio de habitaciones # Inglés # Español,0,764,394
Tulum,469,Hotel Central Station Tulum,777 # 777 # 1076 # 1375,9.3,9.1,Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Ducha # Ropa de cama # Armario # Reloj despertador # Nevera # Enchufe cerca de la cama # Campo de golf (a menos de 3 km)De pago # TV de pantalla plana # Canales por cable # Canales vía satélite # TV # Tetera / cafetera # Parking en la calle # Servicio de limpieza diario # Servicio de conserjería # Cajero automático en el hotel # Información turística # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Seguridad 24 horas # Caja fuerte # Supermercado pequeño en el alojamiento # Aire acondicionado # Prohibido fumar en todo el alojamiento # Caja fuerte para ordenador portátil # Ventilador # Habitaciones familiares # Habitaciones sin humo # Acceso a pisos superiores solo mediante escaleras # Inglés # Español,3,765,395
Tulum,78,Esplendor by Wyndham Tulum Nook,1748 # 2098 # 2092 # 2510 # 2615 # 3138 # 3885 # 4662,8.6,8.3,Abierta todo el año # Solo para adultos # Toallas de playa/piscina # Tumbonas/sillas de playa # Piscina con vistas # Piscina en la azotea # Clases de yoga # Gimnasio # Silla de masajes # Paquetes de spa / bienestar # Zona de spa / relajación # Instalaciones de spa # Sombrillas # Tumbonas/sillas de playa # Toallas de playa/piscina # MasajesDe pago # Spa y centro de bienestarDe pago # GimnasioDe pago # Papel higiénico # Toallas # Baño privado # WC # Albornoz # Secador de pelo # Ducha # Ropa de cama # Reloj despertador # Mobiliario exterior # Terraza / solárium # Terraza # Jardín # Productos de limpieza # Perchero # Happy hourDe pago # Tours en biciDe pago # Tours a pieDe pago # Galerías de arte temporales # SnorkelFuera del alojamientoDe pago # EquitaciónFuera del alojamientoDe pago # SubmarinismoFuera del alojamientoDe pago # CiclismoFuera del alojamiento # SenderismoFuera del alojamientoDe pago # PiragüismoFuera del alojamientoDe pago # Sala de juegos # PescaFuera del alojamientoDe pago # Teléfono # TV # Cafetería en el alojamiento # FrutaDe pago # Vino / champánDe pago # Menús para dietas especiales (bajo petición) # Snack-bar # Desayuno en la habitación # Bar # Restaurante # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Proporciona factura # Servicio de conserjería # Guardaequipaje # Información turística # Cambio de moneda # Registro de entrada y salida exprés # Recepción 24 horas # Zona de juegos interior # Juegos de mesa / puzles # Servicio de limpieza diario # Servicio de planchadoDe pago # Servicio de limpieza en secoDe pago # Servicio de lavanderíaDe pago # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Seguridad 24 horas # Caja fuerte # Servicio de entrega de comestiblesDe pago # Supermercado pequeño en el alojamiento # Zona TV / salón de uso compartido # Traslado aeropuerto (de pago) # Máquina expendedora (aperitivos) # Máquina expendedora (bebidas) # Servicio de traslado (de pago) # Zona de fumadores # Aire acondicionado # Prohibido fumar en todo el alojamiento # Servicio de despertador # Entrada privada # Almuerzos para llevar # Habitaciones familiares # Habitaciones sin humo # Plancha para ropa # Servicio de habitaciones # Inglés # Español,4,766,396
Tulum,148,Los Arrecifes,6973 # 8367 # 7969 # 9363 # 10758 # 8965 # 10359 # 9961,8.2,8.6,Tumbonas/sillas de playa # Toallas de playa/piscina # MasajesDe pago # Papel higiénico # Toallas # Toallas / sábanas (por un suplemento) # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Albornoz # Secador de pelo # Ducha # Ropa de cama # Armario # Vistas al mar # Mobiliario exterior # Situado frente a la playa # Muebles de exterior # Terraza / solárium # Zona privada de playa # Balcón # Jardín # Productos de limpieza # Nevera # Enchufe cerca de la cama # Tendedero # Perchero # Playa # Zona de estar # Escritorio # Vino / champánDe pago # Buffet para niños # Menú para niñosDe pago # Bar # Restaurante # Parking adaptado para personas de movilidad reducida # Estación de carga de vehículos eléctricos # Parking en un garaje # Parking vigilado # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Servicio de limpieza diario # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Servicio de conserjería # Guardaequipaje # Extintores # Detectores de humo # Seguridad 24 horas # Caja fuerte # Hipoalergénico # Zona de fumadores # Aire acondicionado # Calefacción # Suelo de baldosa / mármol # Entrada privada # Habitaciones familiares # Adaptado personas de movilidad reducida # Habitaciones sin humo # Adaptado para sillas de ruedas # Inglés # Español,3,767,397
Tulum,171,Chancabañita Tulum,1813 # 2396 # 4084,8.1,8.5,Sombrillas # Tumbonas/sillas de playa # Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Ducha # Ropa de cama # Armario # Mobiliario exterior # Zona de comedor exterior # Muebles de exterior # Terraza / solárium # Balcón # Terraza # Jardín # Playa # Masaje corporal completoDe pago # Masaje de manosDe pago # Masaje de cabezaDe pago # Masaje en parejaDe pago # Masaje de piesDe pago # Masaje de cuelloDe pago # Masaje de espaldaDe pago # Situado frente a la playa # MasajesDe pago # Spa y centro de bienestarDe pago # Zona de estar # Parking en un garaje # Zona de fumadores # Entrada privada # Ventilador # Habitaciones sin humo # Caja fuerte # Toda la unidad en la planta baja # Inglés # Español,3,768,398
Tulum,705,Habitas Tulum,7252 # 8367 # 9164 # 8766 # 7969 # 9164 # 9961 # 9563 # 13547 # 15539 # 16336 # 15938 # 15539 # 17930 # 18727 # 18328,8.2,9.0,Abierta todo el año # Toallas de playa/piscina # Tumbonas/sillas de playa # Piscina con vistas # Clases de yoga # Masaje corporal completoDe pago # Masaje de manosDe pago # Masaje de cabezaDe pago # Masaje en parejaDe pago # Masaje de piesDe pago # Masaje de cuelloDe pago # Masaje de espaldaDe pago # Paquetes de spa / bienestar # Tumbonas/sillas de playa # Toallas de playa/piscina # MasajesDe pago # Spa y centro de bienestarDe pago # Papel higiénico # Toallas # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Albornoz # Ducha # Ropa de cama # Armario # Mobiliario exterior # Situado frente a la playa # Muebles de exterior # Terraza / solárium # Zona privada de playa # Patio # Balcón # Terraza # Jardín # Productos de limpieza # Nevera # Enchufe cerca de la cama # Tendedero # Perchero # Música / espectáculos en directo # Cenas temáticasDe pago # Noches de cine # Galerías de arte temporales # Playa # Discoteca / DJ # Bicicletas disponibles (gratis) # CiclismoFuera del alojamiento # Zona de estar # Escritorio # FrutaDe pago # Vino / champánDe pago # Menús para dietas especiales (bajo petición) # Bar # Restaurante # Parking en la calle # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Registro de entrada / salida privado # Servicio de conserjería # Guardaequipaje # Información turística # Recepción 24 horas # Juegos de mesa / puzles # Servicio de limpieza diario # Servicio de planchadoDe pago # Servicio de limpieza en secoDe pago # Servicio de lavanderíaDe pago # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Seguridad 24 horas # Caja fuerte # Solo para adultos # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Zona de fumadores # Aire acondicionado # Servicio de despertador # Suelo de madera o parquet # Entrada privada # Alquiler de coches # Caja fuerte para ordenador portátil # Habitaciones sin humo # Servicio de despertador / alarma # Inglés # Español,0,769,399
Tulum,16,The Castle Of Tulum,976 # 1175 # 2171,9.4,9.5,Papel higiénico # Toallas # Bañera o ducha # Baño privado # WC # Ducha # Ropa de cama # Vistas a la piscina # Zona de comedor exterior # Muebles de exterior # Balcón # Terraza # Jardín # Mesa de comedor # Tostadora # Utensilios de cocina # Zona de cocina # Sofá cama # TV de pantalla plana # Servicio de lavanderíaDe pago # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Caja fuerte # Aire acondicionado # Mosquitera # Entrada privada # Ventilador # Habitaciones familiares # Habitaciones sin humo # Inglés # Español # Italiano,0,770,400
Tulum,701,Tubo Tulum Hostel,319 # 638 # 638 # 638 # 479,8.0,8.0,Baño compartido # Ropa de cama # Vistas al jardín # Jardín # Cocina compartida # Parking en la calle # Aire acondicionado # Habitaciones familiares # Habitaciones sin humo # Toda la unidad en la planta baja # Español,0,771,401
Tulum,656,Cacao Tulum -Luxury Condos-,1594 # 1771 # 2214 # 1762 # 1958 # 2447 # 2144 # 1930 # 2494 # 2681 # 2331 # 2098 # 2681 # 2914 # 2611 # 2664 # 2960 # 2979 # 3310 # 2350 # 3263 # 3659,7.9,7.7,Abierta todo el año # Horario de apertura # Para todas las edades # Valla alrededor de la piscina # Toallas de playa/piscina # Tumbonas/sillas de playa # Bar en la piscina # Sombrillas # Piscina infinita # Piscina con vistas # Piscina en la azotea # Clases de fitness # Clases de yoga # Gimnasio # Silla de masajes # Masaje corporal completo # Masaje de manos # Masaje de cabeza # Masaje en pareja # Masaje de pies # Masaje de cuello # Masaje de espalda # Paquetes de spa / bienestar # Zona de spa / relajación # Instalaciones de spa # Sombrillas # Tumbonas/sillas de playa # Toallas de playa/piscina # Baño público # Baño al aire libre # Bañera de hidromasaje / jacuzzi # Masajes # Spa y centro de bienestarDe pago # Gimnasio # Papel higiénico # Toallas # Toallas / sábanas (por un suplemento) # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Ducha # Ropa de cama # Armario # Reloj despertador # Camas extralargas (más de 2 metros) # Mobiliario exterior # Muebles de exterior # Terraza / solárium # Piscina privada # Balcón # Terraza # Jardín # Mesa de comedor # Productos de limpieza # Horno # Utensilios de cocina # Cocina # Microondas # Nevera # Zona de cocina # Enchufe cerca de la cama # Perchero # Mosquitera # Suelo de baldosa / mármol # Entrada privada # Ventilador # Equipo de planchado # Plancha para pantalones # Plancha para ropa # Vistas a un patio interior # Vistas al jardín # Servicio de despertador # Servicio de despertador / alarma # Aeróbic # Eventos deportivos en directo (emisión) # Tour o clase sobre cultura localDe pago # Happy hourDe pago # Cenas temáticasFuera del alojamientoDe pago # Tours en biciDe pago # SnorkelFuera del alojamientoDe pago # PescaFuera del alojamientoDe pago # Zona de comedor # Escritorio # TV de pantalla plana # Caja fuerte para ordenador portátil # Canales por cable # Teléfono # TV # Vino / champánDe pago # Bar # Servicio de habitaciones # Minibar # Tetera / cafetera # Parking vigilado # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Alquiler de coches # Proporciona factura # Servicio de conserjería # Guardaequipaje # Información turística # Cambio de moneda # Registro de entrada y salida exprés # Recepción 24 horas # Juegos de mesa / puzles # Servicio de limpieza diarioDe pago # Servicio de planchadoDe pago # Servicio de lavanderíaDe pago # Fax / fotocopiadoraDe pago # Centro de negocios # Salas de reuniones / banquetesDe pago # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Alarma de seguridad # Seguridad 24 horas # Caja fuerte # Zona TV / salón de uso compartido # Cesta para mascotas # Zona de fumadores # Aire acondicionado # Prohibido fumar en todo el alojamiento # Habitaciones familiares # Habitaciones sin humo # Inglés # Español,3,772,402
Tulum,292,Casa Coyote Tulum,3034 # 3539,8.2,7.9,Abierta todo el año # Para todas las edades # Clases de yoga # Gimnasio # Masaje corporal completoDe pago # Masaje de manosDe pago # Masaje de cabezaDe pago # Masaje en parejaDe pago # Masaje de piesDe pago # Masaje de cuelloDe pago # Masaje de espaldaDe pago # Paquetes de spa / bienestar # Zona de spa / relajación # Instalaciones de spa # Sombrillas # MasajesDe pago # Spa y centro de bienestarDe pago # Solárium # Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Ducha # Ropa de cama # Vistas a un lugar de interés # Vistas al jardín # Zona de pícnic # Mobiliario exterior # Terraza / solárium # Zona privada de playa # Terraza # Jardín # Cocina compartida # Enchufe cerca de la cama # Tour o clase sobre cultura localDe pago # Tours en biciDe pago # Playa # SnorkelFuera del alojamientoDe pago # WindsurfFuera del alojamientoDe pago # PescaFuera del alojamientoDe pago # FrutaDe pago # Vino / champánDe pago # Menú para niñosDe pago # Bar # Restaurante # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Registro de entrada / salida privado # Servicio de conserjería # Guardaequipaje # Información turística # Registro de entrada y salida exprés # Servicio de limpieza diario # Servicio de lavanderíaDe pago # Centro de negocios # Extintores # Cámaras de seguridad en las zonas comunitarias # Seguridad 24 horas # Caja fuerte # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Zona de fumadores # Aire acondicionado # Prohibido fumar en todo el alojamiento # Mosquitera # Entrada privada # Alquiler de coches # Ventilador # Habitaciones sin humo # Inglés # Español,0,773,403
Tulum,343,Tunich Jungle Cabañas,1195 # 1255,7.4,7.5,Toallas de playa/piscina # Papel higiénico # Toallas # Toallas / sábanas (por un suplemento) # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Ducha # Ropa de cama # Armario # Vistas a un patio interior # Vistas al jardín # Mobiliario exterior # Muebles de exterior # Terraza / solárium # Terraza # Jardín # Enchufe cerca de la cama # Tendedero # Perchero # AeróbicFuera del alojamientoDe pago # Eventos deportivos en directo (emisión)Fuera del alojamientoDe pago # Música / espectáculos en directoFuera del alojamiento # Tour o clase sobre cultura localDe pago # Happy hourDe pago # Tours en biciDe pago # Playa # Situado frente a la playa # SnorkelFuera del alojamientoDe pago # SubmarinismoFuera del alojamientoDe pago # PescaFuera del alojamientoDe pago # Cafetería en el alojamiento # FrutaDe pago # Vino / champánDe pago # Menús para dietas especiales (bajo petición) # Snack-bar # Desayuno en la habitación # Bar # Restaurante # Parking en la calle # Parking vigilado # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Proporciona factura # Registro de entrada / salida privado # Servicio de conserjería # Información turística # Cambio de moneda # Recepción 24 horas # Juegos de mesa / puzles # Libros DVD o música para niños # Juegos de mesa / puzles # Servicio de limpieza diario # Fax / fotocopiadora # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Seguridad 24 horas # Supermercado pequeño en el alojamiento # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Zona de fumadores # Mosquitera # Suelo de baldosa / mármol # Entrada privada # Alquiler de coches # Almuerzos para llevar # Ventilador # Habitaciones familiares # Habitaciones sin humo # Caja fuerte # Servicio de habitaciones # Toda la unidad en la planta baja # Inglés # Español,3,774,404
Tulum,476,Hotel Dos Ceibas Eco Retreat Tulum,3700 # 4111 # 4060 # 4512 # 4613 # 5126 # 5502 # 6113 # 6427 # 7141,7.7,8.2,Clases de yoga # Instalaciones de spa # Sombrillas # Baño público # MasajesDe pago # Spa y centro de bienestarDe pago # Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Ducha # Ropa de cama # Armario # Mobiliario exterior # Situado frente a la playa # Muebles de exterior # Zona privada de playa # Patio # Terraza # Jardín # Productos de limpieza # Perchero # Música / espectáculos en directo # Playa # Instalaciones para deportes acuáticos en el alojamientoDe pago # SnorkelFuera del alojamientoDe pago # SubmarinismoFuera del alojamientoDe pago # WindsurfDe pago # Zona de estar # Menú para niñosDe pago # Desayuno en la habitación # Bar # Restaurante # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Servicio de limpieza diario # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Servicio de conserjería # Guardaequipaje # Información turística # Servicio de habitaciones # Extintores # Seguridad 24 horas # Zona de fumadores # Mosquitera # Entrada privada # Ventilador # Habitaciones familiares # Habitaciones sin humo # Inglés # Español # Italiano,4,776,406
Tulum,115,VerdeAmar,1076 # 968 # 1275 # 1148,9.7,9.6,Abierta todo el año # Horario de apertura # Para todas las edades # Toallas de playa/piscina # Piscina pequeña # Sombrillas # Toallas de playa/piscina # Papel higiénico # Toallas # Bañera o ducha # Baño privado # WC # Bañera # Ducha # Armario # Vistas a la piscina # Vistas al jardín # Chimenea exterior # Zona de comedor exterior # Terraza / solárium # Patio # Jardín # Enchufe cerca de la cama # Perchero # Masaje corporal completoDe pago # Masaje de manosDe pago # Masaje de cabezaDe pago # Masaje de piesDe pago # Masaje de cuelloDe pago # Masaje de espaldaDe pago # Paquetes de spa / bienestar # Baño público # SnorkelFuera del alojamientoDe pago # SubmarinismoFuera del alojamientoDe pago # WindsurfFuera del alojamientoDe pago # MasajesDe pago # Spa y centro de bienestarDe pago # Vino / champánDe pago # Restaurante # Parking en la calle # Juegos de mesa / puzles # Extintores # Caja fuerte # Zona de fumadores # Prohibido fumar en todo el alojamiento # Mosquitera # Entrada privada # Ventilador # Habitaciones sin humo # Toda la unidad en la planta baja # Inglés # Español # Italiano,3,777,407
Tulum,62,NEST Tulum,7335 # 8144 # 7782 # 8646 # 7921 # 8800 # 9539 # 10599 # 11017 # 12230 # 11142 # 12384 # 11296 # 12565 # 11644 # 10487,8.0,8.8,Masaje de espaldaDe pago # Sombrillas # MasajesDe pago # Papel higiénico # Toallas # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Albornoz # Ducha # Ropa de cama # Armario # Camas extralargas (más de 2 metros) # Vistas a un lugar de interés # Mobiliario exterior # Situado frente a la playa # Muebles de exterior # Terraza / solárium # Terraza # Jardín # Perchero # Playa # Alquiler de bicicletas (de pago) # Escritorio # FrutaDe pago # Vino / champánDe pago # Snack-bar # Bar # Restaurante # Parking vigilado # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Servicio de conserjería # Información turística # Recepción 24 horas # Servicio de lavanderíaDe pago # Extintores # Cámaras de seguridad en las zonas comunitarias # Seguridad 24 horas # Servicio de entrega de comestiblesDe pago # Solo para adultos # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Zona de fumadores # Aire acondicionado # Entrada privada # Ventilador # Habitaciones sin humo # Caja fuerte # Servicio de habitaciones # Inglés # Español,4,778,408
Tulum,277,Chiringuito Tulum,11017 # 12411 # 18115 # 19510 # 20904 # 22299,7.6,8.6,Abierta todo el año # Para todas las edades # Toallas de playa/piscina # Tumbonas/sillas de playa # Sombrillas # Clases de fitness # Clases de yoga # Silla de masajes # Masaje corporal completoDe pago # Masaje de manosDe pago # Masaje de cabezaDe pago # Masaje en parejaDe pago # Masaje de piesDe pago # Masaje de cuelloDe pago # Masaje de espaldaDe pago # Paquetes de spa / bienestar # Sombrillas # Tumbonas/sillas de playa # Toallas de playa/piscina # Baño público # Baño al aire libre # MasajesDe pago # Spa y centro de bienestarDe pago # Papel higiénico # Toallas # Toallas / sábanas (por un suplemento) # Aseo adicional # Bañera o ducha # Zapatillas # Baño privado # WC # Artículos de aseo gratis # Albornoz # Secador de pelo # Ducha # Ropa de cama # Armario # Reloj despertador # Vestidor # Camas extralargas (más de 2 metros) # Zona de pícnic # Mobiliario exterior # Situado frente a la playa # Muebles de exterior # Terraza / solárium # Zona privada de playa # Terraza # Jardín # Productos de limpieza # Enchufe cerca de la cama # Sofá cama # Perchero # Aeróbic # Happy hourDe pago # Cenas temáticasDe pago # Tours en biciDe pago # Galerías de arte temporales # Playa # Instalaciones para deportes acuáticos en el alojamientoDe pago # SnorkelDe pago # CiclismoFuera del alojamiento # Dardos # Campo de golf (a menos de 3 km)De pago # Sofá # Zona de estar # Soporte para iPod # Radio # Cafetería en el alojamiento # FrutaDe pago # Vino / champánDe pago # Buffet para niños # Menú para niñosDe pago # Menús para dietas especiales (bajo petición) # Snack-bar # Bar # Restaurante # Minibar # Tetera / cafetera # Parking en un garaje # Parking vigilado # Proporciona factura # Servicio de conserjería # Guardaequipaje # Información turística # Cambio de moneda # Registro de entrada y salida exprés # Juegos de mesa / puzles # Protector de enchufes para niños # Servicio de limpieza diario # Plancha para pantalones # Servicio de planchadoDe pago # Servicio de limpieza en secoDe pago # Servicio de lavanderíaDe pago # Fax / fotocopiadora # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Alarma de seguridad # Seguridad 24 horas # Caja fuerte # Servicio de entrega de comestiblesDe pago # Solo para adultos # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Zona de fumadores # Aire acondicionado # Prohibido fumar en todo el alojamiento # Mosquitera # Suelo de baldosa / mármol # Entrada privada # Alquiler de coches # Caja fuerte para ordenador portátil # Almuerzos para llevar # Habitaciones insonorizadas # Ventilador # Equipo de planchado # Plancha para pantalones # Habitaciones sin humo # Plancha para ropa # Servicio de despertador / alarma # Servicio de habitaciones # Inglés # Español,4,779,409
